hash,AMSAT,AMSAT_RGC,BreakID-Kissat,CaDiCaL,Cadical_ESA,IsaSAT,Kissat_MAB-DC,Kissat_MAB_Binary,Kissat_MAB_ESA,hCaD-bva,hCaD-pbva,hKis-bva,hKis-pbva,kissat-sc2024,vresult
479b1413f8bd1d6fc0723856ffca9792,4502.68,4629.46,765.888,666.67,601.657,2045.53,692.624,736.273,740.382,815.623,729.532,917.636,1056.93,540.061,unsat
47e1ada0070708c2953d322c06aea00d,100.175,101.061,416.1,1836.5,10000.0,10000.0,4162.0,10000.0,10000.0,10000.0,10000.0,397.45,10000.0,231.711,sat
4a8285a53f30b35016b0c85ea17ba155,513.296,386.436,139.151,164.398,240.597,626.623,298.189,403.271,451.906,166.699,252.202,135.172,133.703,229.349,unsat
4be4ae25aae88528bc10f8369bba86df,665.996,673.273,513.248,590.178,638.611,1796.31,712.202,767.497,767.28,563.411,591.043,519.883,1267.13,490.169,unsat
4c54efa61599e33d514bf718ff23ad09,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
4d7f6efbae05b66ffbbd509a430d57f8,961.136,913.605,677.728,1052.57,1005.82,10000.0,1710.84,1843.95,1951.38,951.563,859.352,784.476,4900.0,718.4,unsat
4e366e723d75fe39bf6db9a24ffb059b,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
4f2d6659b5c9bf594ea12e3e1a85799f,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
50019e4419d48196bb4b95933a8b5030,0.479403,0.476884,29.4457,49.2449,370.213,2374.0,2557.32,1485.55,1002.19,10000.0,10000.0,22.5832,10000.0,83.246,sat
511a2d81661a185c2115daec42270dec,10000.0,4754.54,782.613,803.025,779.958,10000.0,4287.48,722.618,1082.4,1019.8,1091.41,925.286,605.513,222.072,sat
52aaf653a79ca14fa1127cda32aa94ce,0.402236,0.395424,103.5,370.65,340.462,10000.0,945.001,188.903,10000.0,10000.0,10000.0,119.513,10000.0,118.48,sat
5411047bc24f4321f0e490e01e4a0910,212.63,225.152,271.848,371.979,420.94,1296.59,331.324,247.248,196.76,312.841,271.708,172.906,275.837,217.89,unsat
5432e4dd44480fadbd66647db1750c80,2253.81,2084.81,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,sat
543e67dd5abc272c37775b1b742a1d9a,142.493,141.439,96.6482,168.248,176.311,199.603,52.6237,64.6322,279.305,1730.59,150.14,211.549,10000.0,87.166,sat
54c2da6d387a6f5ad6e014ae4d4decfc,626.668,619.09,649.391,418.864,67.8665,10000.0,69.6507,50.5582,256.693,97.4581,360.583,160.694,658.058,212.996,sat
55199d55fa9c3751a525d6c0a0e649bd,699.062,693.541,690.425,608.584,746.59,4457.99,1168.59,1329.74,1186.52,624.65,552.749,641.278,2345.35,487.764,unsat
556cf803f9de4b2ec688825b5ff7e325,10000.0,10000.0,42.1292,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unsat
5690b9b0380aa9508699e56cae5918b5,0.622804,0.615573,935.122,20.7205,10000.0,10000.0,1568.91,139.319,2146.5,10000.0,10000.0,1327.72,10000.0,1479.22,sat
573cc82ec61e01fd6e6308493ee56289,2124.03,1855.06,10000.0,4361.06,1435.31,84.8975,1250.42,1301.82,1299.77,1405.04,10000.0,880.779,2149.72,10000.0,unsat
576ebc1333f2c466c2dec98792721e1f,5.52057,18.9656,250.921,925.905,161.996,1584.57,105.598,219.419,71.1811,1062.12,10000.0,96.8793,10000.0,434.953,sat
57f4ea7ab160d996e38e69fac59869c4,220.53,229.488,147.906,113.34,117.509,10000.0,168.969,217.68,189.315,76.0402,64.4064,52.0717,191.287,37.2596,unsat
5865fb9a6575d2ae6542c36ab96646a9,1476.0,1364.34,280.323,2549.82,667.757,10000.0,10000.0,1082.17,273.795,524.024,1340.57,345.689,2621.58,337.445,sat
5952b9f18b73dabb531c60e3ac85d26f,1099.14,1086.01,901.893,840.799,833.018,2976.31,814.947,855.303,891.457,700.584,946.129,949.804,1944.01,727.245,unsat
59825ed96dc3bbdbd8789a4870b323ec,373.966,377.246,10000.0,614.496,1763.24,10000.0,10000.0,10000.0,438.498,10000.0,1595.47,10000.0,10000.0,4538.65,sat
5a068ba62fe30e435a76e2ec80896ef4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
5ab3040d8617bf9f4d4cef4e56dcfd03,10000.0,10000.0,2031.08,2361.78,2115.18,10000.0,1627.69,1743.07,1543.07,2101.78,2976.01,2059.26,3275.44,1244.34,unsat
5b0f16de2c5419b80b608db37d07d994,1873.06,1937.55,2123.49,1434.46,1163.67,10000.0,1227.1,1334.24,1519.0,1185.86,1304.96,2081.3,2252.2,830.923,unsat
5b5dfab02ce5c12a50be3bc7d7cc42c7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1112.23,3380.51,10000.0,10000.0,10000.0,sat
5cb1ca8fe8a9d9125ea9accd498445f1,558.221,565.61,337.832,464.458,424.166,4707.89,900.809,958.557,959.356,443.289,405.169,405.15,1659.59,411.841,unsat
5e1c11b77cdf3717b81b957120f0f477,1890.75,1943.62,750.46,3135.24,600.718,1023.79,10000.0,622.552,2869.34,684.416,506.556,402.202,10000.0,247.12,sat
5e5fe73a2e0ffc8e19873298566919fb,3896.2,4119.1,272.306,302.856,1247.32,10000.0,877.781,1319.23,1320.72,2940.79,2256.78,696.563,172.449,10000.0,sat
5ea72bcdccc86bd1a924029f7b81aec5,178.66,254.111,129.359,96.5066,185.284,776.45,49.7064,156.42,162.116,122.702,298.618,97.0003,191.951,197.57,sat
5ee7de2bd112aa39485e79c9d487bf8f,10000.0,10000.0,19.1231,0.012525,0.011452,10000.0,312.203,330.179,1450.88,0.098881,0.098935,10000.0,10000.0,0.00765,sat
6008b958ff6877f32c26b72728df4523,2014.65,2129.46,10000.0,2038.39,805.646,73.6026,2102.31,2127.84,1200.95,1430.07,4477.96,1773.02,1068.82,10000.0,unsat
6077d4e5f755124ddc84068d6ccb630f,1423.72,1588.7,10000.0,1390.32,1852.89,4228.23,3381.4,2734.39,2685.05,2029.71,1815.55,10000.0,10000.0,10000.0,unsat
61069e0e3339af80000b774a041b7d96,1002.67,1215.96,626.732,447.295,480.287,1753.32,477.356,484.526,480.56,645.948,633.616,629.203,717.412,437.285,unsat
62dcbf79f5ecef5618c9d9a00311326c,732.978,806.472,1939.08,676.73,572.664,10000.0,993.776,1275.36,941.93,669.778,732.982,2258.52,3282.75,712.803,unsat
634a271f5fe339007a186539d615e92f,468.106,563.799,504.86,1829.48,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,743.175,sat
63732c330adb8de8dd47ce1693b86d0e,2372.2,2352.32,10000.0,1803.96,1721.21,10000.0,1654.48,1675.38,2210.56,1846.96,2184.55,981.89,2487.92,3114.12,unsat
6543793076c30fc7cdfa5a3c819cedc7,4449.12,4776.22,10000.0,1789.67,1504.55,10000.0,2046.94,2464.31,2316.96,1289.22,10000.0,4277.52,10000.0,2124.25,unsat
65c5a5d228ec5e52d1a72f918086f584,354.227,352.672,1179.6,464.519,473.926,37.7364,29.365,30.1432,29.2925,281.656,284.419,533.098,514.427,92.3141,sat
67b4844c4bfbaf961cbbd79b953aa5c2,868.506,904.223,1074.03,1387.99,1421.03,10000.0,2051.33,1954.07,2166.72,1352.39,1323.65,985.311,10000.0,1038.58,unsat
67c533489a498495525efee429340958,10000.0,10000.0,77.5112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unsat
695e287a447fcdd924985a6e73057a38,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
6969c86fbc5814332ab8615031334fa8,203.53,453.687,377.197,82.3818,80.9559,148.537,987.276,10000.0,1314.98,93.8629,373.721,191.922,222.999,357.882,sat
697c96ac45534726c7dbd96faa11a86a,1831.58,1871.02,2292.21,2641.92,3210.09,10000.0,3283.06,331.564,1623.86,1728.54,1497.48,1554.06,3186.48,617.142,sat
69e34d0f49c71a7e145d8104ebe0273f,1633.8,1476.64,10000.0,1850.85,2178.88,10000.0,1271.09,1266.1,1187.73,1653.23,2099.49,1819.33,1343.79,10000.0,unsat
6a674acad2aeac729ecb39ad9e4a2298,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
6add7e416c1126607afeb2666af330ac,578.009,620.159,163.743,139.041,122.725,404.093,177.87,172.144,179.229,319.727,316.944,337.196,439.525,132.573,unsat
6c52aca5b5fd284bf1940b84df90a367,135.036,137.508,54.1824,101.789,98.4444,207.82,151.179,265.562,243.881,81.5172,114.411,68.1358,65.667,130.254,unsat
6f0e236c999de0a5e3c46fd3463b1d0d,931.462,1143.47,1308.85,1995.99,2219.93,10000.0,597.123,657.837,613.976,705.614,895.744,1147.99,669.28,1119.99,unsat
6f4df706246d29bf38adadd274fadab3,3411.81,3514.77,1669.7,1992.69,2044.48,10000.0,10000.0,4501.9,4547.32,1973.93,2183.5,1712.41,2672.57,1709.51,unsat
6f7a0e1cf94b6b26eafc08a827a692ce,146.277,145.676,81.2315,56.3608,50.445,291.108,59.516,104.651,104.701,235.027,229.646,260.391,235.666,58.773,sat
6fc528fc3d0fd5a2c50992feb8bf0357,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1740.21,1774.36,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,sat
7083b70c1976162e2693d7a493717ffd,0.00724,0.008165,31.0286,85.0349,92.348,191.098,136.592,193.227,192.687,6.76144,375.066,36.0101,1426.75,15.5713,sat
70bfbd054dc9ffd394fab32845b492d3,748.099,800.928,165.901,523.21,578.896,3791.57,226.573,461.413,309.305,415.274,669.688,296.011,306.681,119.311,sat
70ef2b6bdc4101a0e35cf3d165571fe3,32.8681,24.5985,13.1051,50.0495,16.5151,21.6524,27.3125,13.9506,50.1271,131.908,188.326,27.2732,620.036,22.1758,sat
71a3dd6156463c0c55c4b38394faa753,514.355,511.18,110.185,218.351,574.425,1528.66,378.093,240.17,371.815,325.807,792.961,376.912,237.703,408.863,sat
71ec94c233016219e12d671594dc88e5,3690.24,3907.4,551.463,2413.16,1040.31,10000.0,686.699,1636.66,660.671,827.082,827.674,1991.47,822.59,257.457,sat
72c0d81e16d91bcaed808efcde2e5069,10000.0,10000.0,86.9061,372.955,115.224,10000.0,593.965,642.176,547.146,10000.0,10000.0,55.7194,10000.0,86.4054,sat
7429e380834066c206394139c9e1e17d,62.4543,63.5976,68.4476,35.9741,502.915,678.448,23.2632,50.9728,13.144,782.962,413.028,345.016,285.518,5.9727,sat
74f145bb935650f5c982d7eec6967945,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
761651d4b6454108403bdefe22720fb3,10000.0,10000.0,693.93,714.523,664.816,2389.95,765.845,854.041,864.01,1066.57,799.416,1239.51,1225.5,753.355,unsat
768956cc8d1f2d18ae1929f6bb26557a,10000.0,10000.0,4.47689,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unsat
773f3bd29e202ff700d8b5b459857a2c,10000.0,10000.0,270.844,3844.23,4233.91,10000.0,1272.01,881.587,1172.36,10000.0,10000.0,135.34,10000.0,93.0245,sat
778e0fd8f034b7cfd539b1b523ed4c4a,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
77b7f7bbf75faaee28f473b9941de103,10000.0,10000.0,557.301,10000.0,10000.0,10000.0,1009.38,2201.76,2331.79,10000.0,10000.0,354.452,10000.0,90.2221,sat
792495b57d6145fd21d7076eab2ab06a,1385.44,1013.03,380.458,424.293,329.869,4939.13,477.455,395.895,224.44,366.257,458.486,228.001,417.203,457.566,unsat
79b9e24dd9af185dbec18c9b0a32b1e2,145.612,49.0127,21.223,32.4848,111.496,10000.0,68.6694,55.915,55.8828,71.8033,189.752,119.648,10000.0,68.3486,sat
7ac7fabd8c078aea420087a0c80e5563,625.969,788.589,582.782,770.501,669.828,10000.0,478.634,638.589,434.993,351.925,335.668,481.563,296.696,127.784,sat
7b48f9354d25521bd542d859c0ecdde9,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3500.09,10000.0,10000.0,10000.0,10000.0,9.13099,unsat
7b9d8b9b31b530effd634f5a8f1f4411,516.205,525.558,295.33,376.701,378.718,2329.8,701.679,793.777,714.972,356.112,355.502,326.564,1271.31,305.844,unsat
7cbc3ce2052ba7c5b501f75af58ab3c4,431.455,438.261,491.281,0.012018,0.011061,10000.0,1587.31,4321.27,307.322,0.097583,0.105643,10000.0,10000.0,0.007335,sat
7db30d12cb06f0dc2f30abff80d96d6a,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
7dc0e1b5fedbd8351907f1316b58e68f,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
7e1d279559b202016e5797901e731a39,474.667,481.342,144.826,0.013291,0.012334,10000.0,342.204,570.218,32.0862,0.103066,0.112125,10000.0,10000.0,0.008377,sat
7f1c7da531539f3be4a1e0e916913086,79.2155,79.7,945.072,147.185,161.697,199.645,175.448,191.671,141.341,240.714,141.291,876.259,1363.04,100.888,unsat
7f2b4b2bde9b866b93fbfe01341213da,218.853,310.425,218.02,247.487,243.092,516.98,547.193,475.74,503.016,244.166,234.721,189.353,221.588,234.833,unsat
7f7109dce621ef361a72b3e8cee9a962,3.60921,3.65144,1.13859,1.02743,1.17197,2.15987,2.92233,3.5105,2.15273,1.45872,1.70597,1.40082,1.55485,1.52963,unsat
7fb202a51c0223f3119887a57086ca4d,286.443,353.321,204.171,229.78,188.123,10000.0,259.845,314.625,260.052,80.7759,76.7627,81.4216,238.825,60.1223,unsat
7fca438c38e5b7a70e38778ec146cfe0,1918.68,1956.63,2640.05,2051.01,1976.58,10000.0,2891.58,2994.69,2405.74,2242.04,2628.13,2696.61,10000.0,2147.32,unsat
812926407774771b3bd9885f7bfa4841,310.914,321.474,1934.1,105.234,104.834,88.4166,59.1887,57.6795,57.4821,506.228,508.947,478.019,499.956,76.9621,sat
82d9e8d2cfea101dfe52c8359b7bb163,904.929,911.465,648.896,607.939,692.715,10000.0,627.923,745.512,630.654,704.81,798.848,804.477,1192.59,438.04,unsat
83b330c934d6dd35d56e1b1ca3638b3c,8.78348,49.2195,60.726,143.014,162.82,60.0642,12.5085,37.1054,99.2828,227.886,771.455,38.8595,1417.22,59.1876,sat
83dc8f675657b3e6d148ef5cf897fb82,2284.92,2815.23,10000.0,10000.0,10000.0,10000.0,10000.0,4344.28,4791.98,10000.0,10000.0,2557.61,2527.66,2690.57,unsat
84c6d7e4a18aacf166105aaa3cd6e3de,1335.35,1336.2,3026.27,414.58,407.185,138.115,1102.49,932.295,1057.15,847.803,665.489,2152.54,10000.0,414.067,sat
8530c911b75ab1b276042043d118a875,447.737,438.267,115.276,121.916,125.245,461.885,169.642,161.037,197.659,339.618,317.067,331.579,428.813,112.067,unsat
8704094951693f99fd21403a039c8131,1459.6,1508.05,484.983,426.581,539.464,389.827,92.76,101.097,265.255,292.582,500.706,495.906,223.08,622.365,unsat
878bcc11e1e243680f7946bcf428f465,505.128,503.576,10000.0,347.044,1067.51,25.1824,668.554,194.894,194.435,379.228,1314.35,622.825,473.526,105.599,unsat
88d151d4e3c6ba9bd78454de141cd108,421.226,422.361,1350.81,598.873,420.21,1227.32,431.195,432.522,614.846,665.564,830.444,514.638,1201.0,540.46,unsat
88e89266e58f1f125ebc4e0f66e2c060,862.428,712.081,1618.25,940.443,917.615,102.802,69.9332,68.1328,68.3027,362.901,360.836,1292.41,10000.0,190.831,sat
8942dca5dc0876fc3f723f738d72de1c,10000.0,10000.0,4132.28,3433.17,10000.0,10000.0,1576.48,2639.66,10000.0,3727.85,4574.14,4230.14,10000.0,826.937,sat
897acc1858ce0887f286aba5c0d56d71,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3897.64,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,sat
8b18bb75459a4161633ba2a3c8ee183e,382.123,471.533,619.189,415.074,59.2106,10000.0,501.378,532.681,1346.21,500.751,53.8425,11.5553,284.541,245.421,sat
8b31606e10656ff7eb2936262b647443,1.38394,1.37571,13.0376,26.5778,117.71,1181.03,38.8801,110.253,110.325,335.955,259.225,452.098,519.684,118.739,sat
8b91c5bf4dfd87ffb46c5ef88a3ef1cd,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4808.04,unsat
8bf63d50ebdb645b75a24370b8f94d31,1568.65,1582.22,10000.0,2363.82,1788.11,10000.0,2714.45,2557.69,2506.16,3872.73,10000.0,10000.0,10000.0,3870.36,unsat
8d2dfc50c1759dc11a6564d5c368c6df,10000.0,10000.0,10000.0,10000.0,10000.0,1960.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unsat
8d4b50ec0cf99097e9ab0835937afee5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,15.1189,unsat
8e720686372c5037f30b4fc7b1c71d48,557.001,485.561,24.8911,8.42319,6.225,4.38927,31.3721,14.0098,9.27373,227.196,211.266,220.332,209.999,5.64278,sat
8ffd718f763ed7a3f691cf46e57f8d98,10000.0,10000.0,1931.27,1142.12,3155.06,10000.0,4166.98,1845.41,1296.33,1050.05,601.965,588.279,101.414,3377.91,sat
907e7dc703e16ad2c7e56a33fe3b3e5f,581.117,429.82,321.317,192.972,169.636,2378.5,125.633,132.85,126.227,139.22,170.015,303.612,206.404,373.255,unsat
912ce8c21d8fb8abc491cb205ec23e9f,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.518534,unsat
915a25bd189357e4c6d7771b69a6849f,334.932,412.937,202.776,234.993,252.767,10000.0,274.221,307.868,295.609,95.2617,96.5134,111.765,257.97,65.3117,unsat
91e0db01b254eb78f6643328045bfeb9,10000.0,10000.0,4547.47,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,sat
9276ce38c625b2d00de247f8588f1542,128.947,162.522,777.997,45.4842,347.774,10000.0,111.95,18.0466,74.0814,10000.0,10000.0,1016.62,10000.0,19.8394,sat
94571e8a1081385029d1ecd53ffcdf8e,1219.35,1237.07,1343.43,1031.17,938.959,10000.0,1036.16,935.729,993.102,1031.72,1177.74,1449.22,2373.28,1071.92,unsat
94dd280b1562ee7dae44b303b8fed233,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
96a6796405061571e12d383efe27b703,609.856,628.116,426.967,531.139,687.294,10000.0,1078.35,1129.37,1123.59,620.593,461.459,568.081,2126.51,437.928,unsat
973d699ec01b88da869233a79aaa1912,10000.0,10000.0,2.17238,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2725.9,unsat
9777418f75e1dfbd7d34e9b0ba4bf0b5,10000.0,10000.0,10000.0,1769.81,1601.77,10000.0,2275.99,2313.44,1365.79,1269.69,2659.12,3203.82,10000.0,1992.36,unsat
994783ef4ed3a0366842e1b6f9128a6f,200.004,242.542,58.7983,10000.0,2767.34,10000.0,4032.4,10000.0,10000.0,10000.0,10000.0,454.957,10000.0,2082.69,sat
9a06700729bf3426beb8a62040f92960,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
9cd3acdb765c15163bc239ae3a57f880,38.889,41.4014,47.4603,24.9358,45.652,451.488,15.0015,23.7483,23.9362,50.5908,33.4883,42.8104,34.7196,34.8271,unsat
9d9c4fa425282759eb9e98b82fb5f56e,589.216,557.203,1285.39,10000.0,411.581,2249.21,4335.98,1939.56,636.875,483.631,620.094,2620.31,10000.0,324.08,sat
9dcbf221b8d2bb01f30bcca283f3608d,99.7018,100.75,72.6484,118.444,161.69,995.511,35.4882,90.7734,74.4698,463.712,400.311,68.3989,10000.0,62.0525,sat
9e6c2e7b0d6f58e449716deb9305525a,10000.0,10000.0,10000.0,3719.26,3951.93,10000.0,3305.83,4671.99,4849.2,4777.37,3953.52,903.235,10000.0,1852.84,sat
9e749596a8de36d8ab706c96cf128455,1004.0,908.432,1152.61,1039.39,1046.68,4663.18,1344.92,1484.97,1369.5,847.042,892.611,939.364,4111.13,750.266,unsat
9e85aad5707405fb349c6c5548040cf4,4121.89,4128.0,10000.0,10000.0,10000.0,10000.0,10000.0,410.75,10000.0,10000.0,10000.0,105.902,10000.0,10000.0,sat
a08e66296d00f480e9ccadd79fa8b904,872.0,885.197,818.677,691.092,609.003,1112.61,398.505,352.993,437.012,613.733,2217.65,255.567,2191.17,892.134,sat
a14d9ee17051ec08a4334ba43089502c,1533.43,1391.7,4036.58,428.752,425.921,177.59,82.5313,81.1653,81.4093,620.226,2043.35,2494.63,10000.0,358.886,sat
a38affaa741c958fc32769d5fe89b06c,28.5618,29.4402,0.131869,33.8843,40.5058,12.9666,61.4111,33.6899,34.0255,35.5224,31.2769,28.6381,51.9421,22.8976,sat
a45a0358685867bd4f1c7f7c0b0e379c,54.8878,60.8076,139.756,271.951,56.9132,1256.15,245.524,489.369,197.771,0.558098,160.813,55.0327,73.6172,61.4845,sat
a5419a63d913bde0ba5bcd8a8571342f,553.406,1786.69,610.63,776.282,713.133,1385.41,4580.6,4445.43,3001.1,704.744,764.466,545.178,753.21,548.922,unsat
a552a058e6376a36b1f1b2724f228364,1020.86,1269.08,712.13,846.662,815.069,10000.0,1047.87,1020.24,1157.84,719.22,1051.53,705.967,835.105,324.418,unsat
a58b8a5eb61d3110d9fa36a03de588d2,530.307,541.852,320.319,406.724,322.263,2323.37,593.425,694.731,671.729,380.538,283.571,303.524,1404.34,313.726,unsat
a5dc6226e4c0bebb06926efe55640995,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
a5fc113e7d4899f4e4af14b87b6fd6ae,1942.63,2076.78,3926.49,3187.05,2984.46,2550.25,2237.36,2353.49,3208.8,2331.15,2323.11,3082.61,2850.04,3707.61,unsat
a6ed647f85f20be4aedd1e9ce31cbdcd,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
a917b02a7c31e74c8ccf8b8f001abf37,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
a9cb77454c6cfdf4092fb304d3aae8b7,10000.0,10000.0,2875.63,1135.79,4033.3,10000.0,2397.42,4146.73,1313.6,288.012,10000.0,77.2012,10000.0,653.881,sat
aa39c6d885d283a085d033ab7b89f8c8,10000.0,10000.0,0.040111,573.493,531.592,2594.07,263.451,569.631,570.86,1772.72,1138.49,3364.31,1002.05,339.365,unsat
aa6e6f67719ca43aef922f2ebabc409a,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,unknown
aa9b67fd19d54ad51b93ee4ba5dc75fc,1150.39,1188.42,1544.76,1401.42,1800.52,10000.0,3303.68,3995.38,3356.47,622.275,676.587,739.05,2481.34,330.156,unsat
